,G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
59,58,"Fri, Feb 23, 2018",10:30p  ET,,Box Score,,Dallas Mavericks,W,,124,102,24,34,W 1,
60,59,"Sat, Feb 24, 2018",10:00p  ET,,Box Score,@,Sacramento Kings,W,,113,108,25,34,W 2,
61,60,"Mon, Feb 26, 2018",7:30p  ET,,Box Score,@,Atlanta Hawks,W,,123,104,26,34,W 3,
63,61,"Thu, Mar 1, 2018",7:30p  ET,,Box Score,@,Miami Heat,W,,131,113,27,34,W 4,
64,62,"Sat, Mar 3, 2018",9:00p  ET,,Box Score,@,San Antonio Spurs,W,,116,112,28,34,W 5,
65,63,"Mon, Mar 5, 2018",10:30p  ET,,Box Score,,Portland Trail Blazers,L,,103,108,28,35,L 1,
66,64,"Wed, Mar 7, 2018",10:30p  ET,,Box Score,,Orlando Magic,W,,108,107,29,35,W 1,
67,65,"Fri, Mar 9, 2018",9:00p  ET,,Box Score,@,Denver Nuggets,L,,116,125,29,36,L 1,
68,66,"Sun, Mar 11, 2018",9:00p  ET,,Box Score,,Cleveland Cavaliers,W,,127,113,30,36,W 1,
69,67,"Tue, Mar 13, 2018",10:30p  ET,,Box Score,,Denver Nuggets,W,,112,103,31,36,W 2,
70,68,"Wed, Mar 14, 2018",10:30p  ET,,Box Score,@,Golden State Warriors,L,,106,117,31,37,L 1,
71,69,"Fri, Mar 16, 2018",10:30p  ET,,Box Score,,Miami Heat,L,,91,92,31,38,L 2,
72,70,"Mon, Mar 19, 2018",7:00p  ET,,Box Score,@,Indiana Pacers,L,,100,110,31,39,L 3,
73,71,"Thu, Mar 22, 2018",8:00p  ET,,Box Score,@,New Orleans Pelicans,L,,125,128,31,40,L 4,
74,72,"Sat, Mar 24, 2018",8:00p  ET,,Box Score,@,Memphis Grizzlies,W,,100,93,32,40,W 1,
75,73,"Mon, Mar 26, 2018",7:00p  ET,,Box Score,@,Detroit Pistons,L,,106,112,32,41,L 1,
76,74,"Wed, Mar 28, 2018",10:30p  ET,,Box Score,,Dallas Mavericks,W,,103,93,33,41,W 1,
77,75,"Fri, Mar 30, 2018",10:30p  ET,,Box Score,,Milwaukee Bucks,L,OT,122,124,33,42,L 1,
78,76,"Sun, Apr 1, 2018",9:30p  ET,,Box Score,,Sacramento Kings,L,,83,84,33,43,L 2,
79,77,"Tue, Apr 3, 2018",9:00p  ET,,Box Score,@,Utah Jazz,L,,110,117,33,44,L 3,
80,78,"Wed, Apr 4, 2018",10:30p  ET,,Box Score,,San Antonio Spurs,W,OT,122,112,34,44,W 1,
81,79,"Fri, Apr 6, 2018",10:30p  ET,,Box Score,,Minnesota Timberwolves,L,,96,113,34,45,L 1,
82,80,"Sun, Apr 8, 2018",6:00p  ET,,Box Score,,Utah Jazz,L,,97,112,34,46,L 2,
84,81,"Tue, Apr 10, 2018",10:30p  ET,,Box Score,,Houston Rockets,L,,99,105,34,47,L 3,
85,82,"Wed, Apr 11, 2018",10:30p  ET,,Box Score,@,Los Angeles Clippers,W,,115,100,35,47,W 1,
