,G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
64,62,"Fri, Mar 2, 2018",8:00p  ET,,Box Score,,Dallas Mavericks,W,,108,100,21,41,W 1,
65,63,"Mon, Mar 5, 2018",8:00p  ET,,Box Score,,Boston Celtics,L,,89,105,21,42,L 1,
66,64,"Wed, Mar 7, 2018",8:00p  ET,,Box Score,,Memphis Grizzlies,W,,119,110,22,42,W 1,
67,65,"Fri, Mar 9, 2018",7:00p  ET,,Box Score,@,Detroit Pistons,L,,83,99,22,43,L 1,
68,66,"Sun, Mar 11, 2018",3:30p  ET,,Box Score,@,Atlanta Hawks,W,,129,122,23,43,W 1,
69,67,"Tue, Mar 13, 2018",8:00p  ET,,Box Score,,Los Angeles Clippers,L,,106,112,23,44,L 1,
70,68,"Thu, Mar 15, 2018",8:00p  ET,,Box Score,@,Memphis Grizzlies,W,,111,110,24,44,W 1,
71,69,"Sat, Mar 17, 2018",8:00p  ET,,Box Score,,Cleveland Cavaliers,L,,109,114,24,45,L 1,
72,70,"Mon, Mar 19, 2018",7:30p  ET,,Box Score,@,New York Knicks,L,,92,110,24,46,L 2,
73,71,"Wed, Mar 21, 2018",8:00p  ET,,Box Score,,Denver Nuggets,L,,102,135,24,47,L 3,
74,72,"Fri, Mar 23, 2018",8:00p  ET,,Box Score,,Milwaukee Bucks,L,,105,118,24,48,L 4,
75,73,"Sat, Mar 24, 2018",7:00p  ET,,Box Score,@,Detroit Pistons,L,,95,117,24,49,L 5,
76,74,"Tue, Mar 27, 2018",8:00p  ET,,Box Score,@,Houston Rockets,L,,86,118,24,50,L 6,
77,75,"Thu, Mar 29, 2018",7:30p  ET,,Box Score,@,Miami Heat,L,,92,103,24,51,L 7,
78,76,"Fri, Mar 30, 2018",7:00p  ET,,Box Score,@,Orlando Magic,W,,90,82,25,51,W 1,
79,77,"Sun, Apr 1, 2018",3:30p  ET,,Box Score,,Washington Wizards,W,,113,94,26,51,W 2,
80,78,"Tue, Apr 3, 2018",8:00p  ET,,Box Score,,Charlotte Hornets,W,,120,114,27,51,W 3,
81,79,"Fri, Apr 6, 2018",7:30p  ET,,Box Score,@,Boston Celtics,L,,104,111,27,52,L 1,
82,80,"Sat, Apr 7, 2018",8:00p  ET,,Box Score,,Brooklyn Nets,L,,96,124,27,53,L 2,
84,81,"Mon, Apr 9, 2018",7:30p  ET,,Box Score,@,Brooklyn Nets,L,,105,114,27,54,L 3,
85,82,"Wed, Apr 11, 2018",8:00p  ET,,Box Score,,Detroit Pistons,L,,87,119,27,55,L 4,
