,G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
53,52,"Sat, Jan 27, 2018",9:00p  ET,,Box Score,,Brooklyn Nets,W,,111,97,32,20,W 1,
54,53,"Mon, Jan 29, 2018",7:30p  ET,,Box Score,@,Atlanta Hawks,L,,100,105,32,21,L 1,
55,54,"Tue, Jan 30, 2018",7:30p  ET,,Box Score,@,Toronto Raptors,L,,104,109,32,22,L 2,
56,55,"Thu, Feb 1, 2018",8:00p  ET,,Box Score,,Milwaukee Bucks,W,,108,89,33,22,W 1,
57,56,"Sat, Feb 3, 2018",9:00p  ET,,Box Score,,New Orleans Pelicans,W,,118,107,34,22,W 2,
58,57,"Wed, Feb 7, 2018",8:00p  ET,,Box Score,@,Cleveland Cavaliers,L,OT,138,140,34,23,L 1,
59,58,"Fri, Feb 9, 2018",9:30p  ET,,Box Score,@,Chicago Bulls,L,,113,114,34,24,L 2,
60,59,"Sun, Feb 11, 2018",7:00p  ET,,Box Score,,Sacramento Kings,W,,111,106,35,24,W 1,
61,60,"Tue, Feb 13, 2018",8:00p  ET,,Box Score,,Houston Rockets,L,,108,126,35,25,L 1,
63,61,"Thu, Feb 15, 2018",9:00p  ET,,Box Score,,Los Angeles Lakers,W,,119,111,36,25,W 1,
64,62,"Fri, Feb 23, 2018",8:00p  ET,,Box Score,@,Houston Rockets,L,,102,120,36,26,L 1,
65,63,"Sat, Feb 24, 2018",9:00p  ET,,Box Score,,Chicago Bulls,W,,122,104,37,26,W 1,
66,64,"Mon, Feb 26, 2018",10:00p  ET,,Box Score,@,Sacramento Kings,W,,118,100,38,26,W 2,
67,65,"Thu, Mar 1, 2018",10:30p  ET,,Box Score,@,Portland Trail Blazers,L,,99,108,38,27,L 1,
68,66,"Fri, Mar 2, 2018",10:30p  ET,,Box Score,@,Utah Jazz,L,,108,116,38,28,L 2,
69,67,"Thu, Mar 8, 2018",8:00p  ET,,Box Score,,Boston Celtics,L,,109,117,38,29,L 3,
70,68,"Sun, Mar 11, 2018",3:30p  ET,,Box Score,,Golden State Warriors,W,,109,103,39,29,W 1,
71,69,"Tue, Mar 13, 2018",7:00p  ET,,Box Score,@,Washington Wizards,W,,116,111,40,29,W 2,
72,70,"Sat, Mar 17, 2018",8:30p  ET,,Box Score,@,San Antonio Spurs,L,,101,117,40,30,L 1,
73,71,"Sun, Mar 18, 2018",7:00p  ET,,Box Score,,Houston Rockets,L,,120,129,40,31,L 2,
74,72,"Tue, Mar 20, 2018",8:00p  ET,,Box Score,,Los Angeles Clippers,W,,123,109,41,31,W 1,
75,73,"Fri, Mar 23, 2018",7:30p  ET,,Box Score,@,New York Knicks,W,,108,104,42,31,W 2,
76,74,"Sat, Mar 24, 2018",6:00p  ET,,Box Score,@,Philadelphia 76ers,L,,108,120,42,32,L 1,
77,75,"Mon, Mar 26, 2018",8:00p  ET,,Box Score,,Memphis Grizzlies,L,,93,101,42,33,L 2,
78,76,"Wed, Mar 28, 2018",8:00p  ET,,Box Score,,Atlanta Hawks,W,,126,114,43,33,W 1,
79,77,"Fri, Mar 30, 2018",8:30p  ET,,Box Score,@,Dallas Mavericks,W,,93,92,44,33,W 2,
80,78,"Sun, Apr 1, 2018",7:00p  ET,,Box Score,,Utah Jazz,L,,97,121,44,34,L 1,
81,79,"Thu, Apr 5, 2018",10:30p  ET,,Box Score,@,Denver Nuggets,L,,96,100,44,35,L 2,
82,80,"Fri, Apr 6, 2018",10:30p  ET,,Box Score,@,Los Angeles Lakers,W,,113,96,45,35,W 1,
84,81,"Mon, Apr 9, 2018",8:00p  ET,,Box Score,,Memphis Grizzlies,W,,113,94,46,35,W 2,
85,82,"Wed, Apr 11, 2018",8:00p  ET,,Box Score,,Denver Nuggets,W,OT,112,106,47,35,W 3,
