,G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
53,52,"Mon, Feb 5, 2018",7:30p  ET,,Box Score,@,Miami Heat,W,,111,109,16,36,W 1,
54,53,"Tue, Feb 6, 2018",7:00p  ET,,Box Score,,Cleveland Cavaliers,W,,116,98,17,36,W 2,
55,54,"Thu, Feb 8, 2018",7:00p  ET,,Box Score,,Atlanta Hawks,W,,100,98,18,36,W 3,
56,55,"Sat, Feb 10, 2018",7:00p  ET,,Box Score,,Milwaukee Bucks,L,,104,111,18,37,L 1,
57,56,"Mon, Feb 12, 2018",8:00p  ET,,Box Score,@,Chicago Bulls,L,,101,105,18,38,L 2,
58,57,"Wed, Feb 14, 2018",7:00p  ET,,Box Score,,Charlotte Hornets,L,,102,104,18,39,L 3,
59,58,"Thu, Feb 22, 2018",7:00p  ET,,Box Score,,New York Knicks,L,,113,120,18,40,L 4,
60,59,"Sat, Feb 24, 2018",5:00p  ET,,Box Score,@,Philadelphia 76ers,L,,105,116,18,41,L 5,
61,60,"Mon, Feb 26, 2018",8:00p  ET,,Box Score,@,Oklahoma City Thunder,L,,105,112,18,42,L 6,
63,61,"Wed, Feb 28, 2018",7:00p  ET,,Box Score,,Toronto Raptors,L,,104,117,18,43,L 7,
64,62,"Fri, Mar 2, 2018",7:00p  ET,,Box Score,,Detroit Pistons,W,OT,115,106,19,43,W 1,
65,63,"Sat, Mar 3, 2018",7:00p  ET,,Box Score,,Memphis Grizzlies,W,,107,100,20,43,W 2,
66,64,"Mon, Mar 5, 2018",9:00p  ET,,Box Score,@,Utah Jazz,L,,80,94,20,44,L 1,
67,65,"Wed, Mar 7, 2018",10:30p  ET,,Box Score,@,Los Angeles Lakers,L,,107,108,20,45,L 2,
68,66,"Fri, Mar 9, 2018",10:00p  ET,,Box Score,@,Sacramento Kings,L,,88,94,20,46,L 3,
69,67,"Sat, Mar 10, 2018",10:30p  ET,,Box Score,@,Los Angeles Clippers,L,,105,113,20,47,L 4,
70,68,"Tue, Mar 13, 2018",8:30p  ET,,Box Score,@,San Antonio Spurs,L,,72,108,20,48,L 5,
71,69,"Wed, Mar 14, 2018",7:00p  ET,,Box Score,,Milwaukee Bucks,W,,126,117,21,48,W 1,
72,70,"Fri, Mar 16, 2018",7:00p  ET,,Box Score,,Boston Celtics,L,,83,92,21,49,L 1,
73,71,"Tue, Mar 20, 2018",7:00p  ET,,Box Score,,Toronto Raptors,L,,86,93,21,50,L 2,
74,72,"Thu, Mar 22, 2018",7:00p  ET,,Box Score,,Philadelphia 76ers,L,,98,118,21,51,L 3,
75,73,"Sat, Mar 24, 2018",7:00p  ET,,Box Score,,Phoenix Suns,W,,105,99,22,51,W 1,
76,74,"Wed, Mar 28, 2018",7:00p  ET,,Box Score,,Brooklyn Nets,L,,104,111,22,52,L 1,
77,75,"Fri, Mar 30, 2018",7:00p  ET,,Box Score,,Chicago Bulls,L,,82,90,22,53,L 2,
78,76,"Sun, Apr 1, 2018",6:00p  ET,,Box Score,@,Atlanta Hawks,L,,88,94,22,54,L 3,
79,77,"Tue, Apr 3, 2018",7:30p  ET,,Box Score,@,New York Knicks,W,,97,73,23,54,W 1,
80,78,"Wed, Apr 4, 2018",7:00p  ET,,Box Score,,Dallas Mavericks,W,,105,100,24,54,W 2,
81,79,"Fri, Apr 6, 2018",7:00p  ET,,Box Score,,Charlotte Hornets,L,,100,137,24,55,L 1,
82,80,"Sun, Apr 8, 2018",6:00p  ET,,Box Score,@,Toronto Raptors,L,,101,112,24,56,L 2,
84,81,"Mon, Apr 9, 2018",8:00p  ET,,Box Score,@,Milwaukee Bucks,L,,86,102,24,57,L 3,
85,82,"Wed, Apr 11, 2018",8:00p  ET,,Box Score,,Washington Wizards,W,,101,92,25,57,W 1,
