,G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
42,41,"Sat, Jan 13, 2018",7:30p  ET,,Box Score,,Golden State Warriors,L,,125,127,29,12,L 1,
43,42,"Mon, Jan 15, 2018",1:00p  ET,,Box Score,@,Philadelphia 76ers,L,,111,117,29,13,L 2,
44,43,"Wed, Jan 17, 2018",7:30p  ET,,Box Score,,Detroit Pistons,W,,96,91,30,13,W 1,
45,44,"Fri, Jan 19, 2018",7:00p  ET,,Box Score,,San Antonio Spurs,W,,86,83,31,13,W 2,
46,45,"Sat, Jan 20, 2018",9:00p  ET,,Box Score,@,Minnesota Timberwolves,L,,109,115,31,14,L 1,
47,46,"Wed, Jan 24, 2018",7:30p  ET,,Box Score,@,Atlanta Hawks,W,,108,93,32,14,W 1,
48,47,"Fri, Jan 26, 2018",7:30p  ET,,Box Score,,Utah Jazz,L,,93,97,32,15,L 1,
49,48,"Sun, Jan 28, 2018",6:00p  ET,,Box Score,,Los Angeles Lakers,W,,123,111,33,15,W 1,
50,49,"Tue, Jan 30, 2018",7:30p  ET,,Box Score,,Minnesota Timberwolves,W,,109,104,34,15,W 2,
51,50,"Thu, Feb 1, 2018",7:00p  ET,,Box Score,@,Washington Wizards,L,,119,122,34,16,L 1,
52,51,"Fri, Feb 2, 2018",7:30p  ET,,Box Score,,Portland Trail Blazers,W,,130,105,35,16,W 1,
53,52,"Sun, Feb 4, 2018",12:00p  ET,,Box Score,,Memphis Grizzlies,W,,101,86,36,16,W 2,
54,53,"Tue, Feb 6, 2018",7:30p  ET,,Box Score,,Boston Celtics,W,,111,91,37,16,W 3,
55,54,"Thu, Feb 8, 2018",7:30p  ET,,Box Score,,New York Knicks,W,,113,88,38,16,W 4,
56,55,"Sun, Feb 11, 2018",1:00p  ET,,Box Score,@,Charlotte Hornets,W,,123,103,39,16,W 5,
57,56,"Tue, Feb 13, 2018",7:00p  ET,,Box Score,,Miami Heat,W,,115,112,40,16,W 6,
58,57,"Wed, Feb 14, 2018",8:00p  ET,,Box Score,@,Chicago Bulls,W,,122,98,41,16,W 7,
59,58,"Fri, Feb 23, 2018",7:30p  ET,,Box Score,,Milwaukee Bucks,L,OT,119,122,41,17,L 1,
60,59,"Mon, Feb 26, 2018",7:30p  ET,,Box Score,,Detroit Pistons,W,,123,94,42,17,W 1,
61,60,"Wed, Feb 28, 2018",7:00p  ET,,Box Score,@,Orlando Magic,W,,117,104,43,17,W 2,
63,61,"Fri, Mar 2, 2018",8:00p  ET,,Box Score,@,Washington Wizards,W,,102,95,44,17,W 3,
64,62,"Sun, Mar 4, 2018",6:00p  ET,,Box Score,,Charlotte Hornets,W,,103,98,45,17,W 4,
65,63,"Tue, Mar 6, 2018",7:00p  ET,,Box Score,,Atlanta Hawks,W,,106,90,46,17,W 5,
66,64,"Wed, Mar 7, 2018",8:00p  ET,,Box Score,@,Detroit Pistons,W,OT,121,119,47,17,W 6,
67,65,"Fri, Mar 9, 2018",7:30p  ET,,Box Score,,Houston Rockets,W,,108,105,48,17,W 7,
68,66,"Sun, Mar 11, 2018",1:00p  ET,,Box Score,@,New York Knicks,W,,132,106,49,17,W 8,
69,67,"Tue, Mar 13, 2018",7:30p  ET,,Box Score,@,Brooklyn Nets,W,,116,102,50,17,W 9,
70,68,"Thu, Mar 15, 2018",7:00p  ET,,Box Score,@,Indiana Pacers,W,,106,99,51,17,W 10,
71,69,"Fri, Mar 16, 2018",7:30p  ET,,Box Score,,Dallas Mavericks,W,OT,122,115,52,17,W 11,
72,70,"Sun, Mar 18, 2018",1:00p  ET,,Box Score,,Oklahoma City Thunder,L,,125,132,52,18,L 1,
73,71,"Tue, Mar 20, 2018",7:00p  ET,,Box Score,@,Orlando Magic,W,,93,86,53,18,W 1,
74,72,"Wed, Mar 21, 2018",7:00p  ET,,Box Score,@,Cleveland Cavaliers,L,,129,132,53,19,L 1,
75,73,"Fri, Mar 23, 2018",7:30p  ET,,Box Score,,Brooklyn Nets,W,,116,112,54,19,W 1,
76,74,"Sun, Mar 25, 2018",6:00p  ET,,Box Score,,Los Angeles Clippers,L,,106,117,54,20,L 1,
77,75,"Tue, Mar 27, 2018",7:30p  ET,,Box Score,,Denver Nuggets,W,,114,110,55,20,W 1,
78,76,"Sat, Mar 31, 2018",7:30p  ET,,Box Score,@,Boston Celtics,L,,99,110,55,21,L 1,
79,77,"Tue, Apr 3, 2018",7:00p  ET,,Box Score,@,Cleveland Cavaliers,L,,106,112,55,22,L 2,
80,78,"Wed, Apr 4, 2018",8:00p  ET,,Box Score,,Boston Celtics,W,,96,78,56,22,W 1,
81,79,"Fri, Apr 6, 2018",7:30p  ET,,Box Score,,Indiana Pacers,W,,92,73,57,22,W 2,
82,80,"Sun, Apr 8, 2018",6:00p  ET,,Box Score,,Orlando Magic,W,,112,101,58,22,W 3,
84,81,"Mon, Apr 9, 2018",7:00p  ET,,Box Score,@,Detroit Pistons,W,,108,98,59,22,W 4,
85,82,"Wed, Apr 11, 2018",8:00p  ET,,Box Score,@,Miami Heat,L,OT,109,116,59,23,L 1,
