,G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
54,53,"Wed, Feb 7, 2018",8:00p  ET,,Box Score,,Minnesota Timberwolves,W,OT,140,138,31,22,W 1,
55,54,"Fri, Feb 9, 2018",7:30p  ET,,Box Score,@,Atlanta Hawks,W,,123,107,32,22,W 2,
56,55,"Sun, Feb 11, 2018",3:30p  ET,,Box Score,@,Boston Celtics,W,,121,99,33,22,W 3,
57,56,"Tue, Feb 13, 2018",8:00p  ET,,Box Score,@,Oklahoma City Thunder,W,,120,112,34,22,W 4,
58,57,"Thu, Feb 22, 2018",8:00p  ET,,Box Score,,Washington Wizards,L,,103,110,34,23,L 1,
59,58,"Fri, Feb 23, 2018",8:00p  ET,,Box Score,@,Memphis Grizzlies,W,,112,89,35,23,W 1,
60,59,"Sun, Feb 25, 2018",3:30p  ET,,Box Score,,San Antonio Spurs,L,,94,110,35,24,L 1,
61,60,"Tue, Feb 27, 2018",7:00p  ET,,Box Score,,Brooklyn Nets,W,,129,123,36,24,W 1,
63,61,"Thu, Mar 1, 2018",8:00p  ET,,Box Score,,Philadelphia 76ers,L,,97,108,36,25,L 1,
64,62,"Sat, Mar 3, 2018",7:30p  ET,,Box Score,,Denver Nuggets,L,,117,126,36,26,L 2,
65,63,"Mon, Mar 5, 2018",7:00p  ET,,Box Score,,Detroit Pistons,W,,112,90,37,26,W 1,
66,64,"Wed, Mar 7, 2018",10:30p  ET,,Box Score,@,Denver Nuggets,W,,113,108,38,26,W 2,
67,65,"Fri, Mar 9, 2018",10:30p  ET,,Box Score,@,Los Angeles Clippers,L,,102,116,38,27,L 1,
68,66,"Sun, Mar 11, 2018",9:00p  ET,,Box Score,@,Los Angeles Lakers,L,,113,127,38,28,L 2,
69,67,"Tue, Mar 13, 2018",10:00p  ET,,Box Score,@,Phoenix Suns,W,,129,107,39,28,W 1,
70,68,"Thu, Mar 15, 2018",10:00p  ET,,Box Score,@,Portland Trail Blazers,L,,105,113,39,29,L 1,
71,69,"Sat, Mar 17, 2018",8:00p  ET,,Box Score,@,Chicago Bulls,W,,114,109,40,29,W 1,
72,70,"Mon, Mar 19, 2018",7:00p  ET,,Box Score,,Milwaukee Bucks,W,,124,117,41,29,W 2,
73,71,"Wed, Mar 21, 2018",7:00p  ET,,Box Score,,Toronto Raptors,W,,132,129,42,29,W 3,
74,72,"Fri, Mar 23, 2018",7:30p  ET,,Box Score,,Phoenix Suns,W,,120,95,43,29,W 4,
75,73,"Sun, Mar 25, 2018",1:00p  ET,,Box Score,@,Brooklyn Nets,W,,121,114,44,29,W 5,
76,74,"Tue, Mar 27, 2018",8:00p  ET,,Box Score,@,Miami Heat,L,,79,98,44,30,L 1,
77,75,"Wed, Mar 28, 2018",7:00p  ET,,Box Score,@,Charlotte Hornets,W,,118,105,45,30,W 1,
78,76,"Fri, Mar 30, 2018",8:00p  ET,,Box Score,,New Orleans Pelicans,W,,107,102,46,30,W 2,
79,77,"Sun, Apr 1, 2018",6:00p  ET,,Box Score,,Dallas Mavericks,W,,98,87,47,30,W 3,
80,78,"Tue, Apr 3, 2018",7:00p  ET,,Box Score,,Toronto Raptors,W,,112,106,48,30,W 4,
81,79,"Thu, Apr 5, 2018",8:00p  ET,,Box Score,,Washington Wizards,W,,119,115,49,30,W 5,
82,80,"Fri, Apr 6, 2018",7:00p  ET,,Box Score,@,Philadelphia 76ers,L,,130,132,49,31,L 1,
84,81,"Mon, Apr 9, 2018",7:30p  ET,,Box Score,@,New York Knicks,W,,123,109,50,31,W 1,
85,82,"Wed, Apr 11, 2018",8:00p  ET,,Box Score,,New York Knicks,L,,98,110,50,32,L 1,
