,G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
53,52,"Fri, Feb 2, 2018",7:30p  ET,,Box Score,@,Toronto Raptors,L,,105,130,29,23,L 1,
54,53,"Sun, Feb 4, 2018",12:00p  ET,,Box Score,@,Boston Celtics,L,,96,97,29,24,L 2,
55,54,"Mon, Feb 5, 2018",7:00p  ET,,Box Score,@,Detroit Pistons,L,,91,111,29,25,L 3,
56,55,"Thu, Feb 8, 2018",10:00p  ET,,Box Score,,Charlotte Hornets,W,OT,109,103,30,25,W 1,
57,56,"Fri, Feb 9, 2018",10:30p  ET,,Box Score,@,Sacramento Kings,W,,118,100,31,25,W 2,
58,57,"Sun, Feb 11, 2018",9:00p  ET,,Box Score,,Utah Jazz,L,,96,115,31,26,L 1,
59,58,"Wed, Feb 14, 2018",10:30p  ET,,Box Score,,Golden State Warriors,W,,123,117,32,26,W 1,
60,59,"Fri, Feb 23, 2018",9:00p  ET,,Box Score,@,Utah Jazz,W,,100,81,33,26,W 2,
61,60,"Sat, Feb 24, 2018",9:00p  ET,,Box Score,@,Phoenix Suns,W,,106,104,34,26,W 3,
63,61,"Tue, Feb 27, 2018",10:00p  ET,,Box Score,,Sacramento Kings,W,,116,99,35,26,W 4,
64,62,"Thu, Mar 1, 2018",10:30p  ET,,Box Score,,Minnesota Timberwolves,W,,108,99,36,26,W 5,
65,63,"Sat, Mar 3, 2018",10:00p  ET,,Box Score,,Oklahoma City Thunder,W,,108,100,37,26,W 6,
66,64,"Mon, Mar 5, 2018",10:30p  ET,,Box Score,@,Los Angeles Lakers,W,,108,103,38,26,W 7,
67,65,"Tue, Mar 6, 2018",10:00p  ET,,Box Score,,New York Knicks,W,,111,87,39,26,W 8,
68,66,"Fri, Mar 9, 2018",10:00p  ET,,Box Score,,Golden State Warriors,W,,125,108,40,26,W 9,
69,67,"Mon, Mar 12, 2018",10:30p  ET,,Box Score,,Miami Heat,W,,115,99,41,26,W 10,
70,68,"Thu, Mar 15, 2018",10:00p  ET,,Box Score,,Cleveland Cavaliers,W,,113,105,42,26,W 11,
71,69,"Sat, Mar 17, 2018",10:00p  ET,,Box Score,,Detroit Pistons,W,,100,87,43,26,W 12,
72,70,"Sun, Mar 18, 2018",10:30p  ET,,Box Score,@,Los Angeles Clippers,W,,122,109,44,26,W 13,
73,71,"Tue, Mar 20, 2018",10:30p  ET,,Box Score,,Houston Rockets,L,,111,115,44,27,L 1,
74,72,"Fri, Mar 23, 2018",10:00p  ET,,Box Score,,Boston Celtics,L,,100,105,44,28,L 2,
75,73,"Sun, Mar 25, 2018",7:00p  ET,,Box Score,@,Oklahoma City Thunder,W,,108,105,45,28,W 1,
76,74,"Tue, Mar 27, 2018",8:00p  ET,,Box Score,@,New Orleans Pelicans,W,,107,103,46,28,W 2,
77,75,"Wed, Mar 28, 2018",8:00p  ET,,Box Score,@,Memphis Grizzlies,L,,103,108,46,29,L 1,
78,76,"Fri, Mar 30, 2018",10:30p  ET,,Box Score,,Los Angeles Clippers,W,,105,96,47,29,W 1,
79,77,"Sun, Apr 1, 2018",9:00p  ET,,Box Score,,Memphis Grizzlies,W,,113,98,48,29,W 2,
80,78,"Tue, Apr 3, 2018",8:30p  ET,,Box Score,@,Dallas Mavericks,L,,109,115,48,30,L 1,
81,79,"Thu, Apr 5, 2018",8:00p  ET,,Box Score,@,Houston Rockets,L,,94,96,48,31,L 2,
82,80,"Sat, Apr 7, 2018",9:00p  ET,,45-34,@,San Antonio Spurs,,,,,,,,
84,81,"Mon, Apr 9, 2018",9:00p  ET,,44-35,@,Denver Nuggets,,,,,,,,
85,82,"Wed, Apr 11, 2018",10:30p  ET,,46-33,,Utah Jazz,,,,,,,,
