,G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
53,52,"Wed, Jan 31, 2018",10:30p  ET,,Box Score,@,Phoenix Suns,L,,88,102,16,36,L 5,
54,53,"Sat, Feb 3, 2018",10:00p  ET,,Box Score,@,Sacramento Kings,W,,106,99,17,36,W 1,
55,54,"Mon, Feb 5, 2018",10:30p  ET,,Box Score,@,Los Angeles Clippers,L,,101,104,17,37,L 1,
56,55,"Thu, Feb 8, 2018",10:30p  ET,,Box Score,@,Golden State Warriors,L,,103,121,17,38,L 2,
57,56,"Sat, Feb 10, 2018",8:30p  ET,,Box Score,,Los Angeles Lakers,W,,130,123,18,38,W 1,
58,57,"Sun, Feb 11, 2018",7:00p  ET,,Box Score,@,Houston Rockets,L,,97,104,18,39,L 1,
59,58,"Tue, Feb 13, 2018",8:30p  ET,,Box Score,,Sacramento Kings,L,,109,114,18,40,L 2,
60,59,"Fri, Feb 23, 2018",10:30p  ET,,Box Score,@,Los Angeles Lakers,L,,102,124,18,41,L 3,
61,60,"Sat, Feb 24, 2018",9:00p  ET,,Box Score,@,Utah Jazz,L,,90,97,18,42,L 4,
63,61,"Mon, Feb 26, 2018",8:30p  ET,,Box Score,,Indiana Pacers,W,,109,103,19,42,W 1,
64,62,"Wed, Feb 28, 2018",8:30p  ET,,Box Score,,Oklahoma City Thunder,L,OT,110,111,19,43,L 1,
65,63,"Fri, Mar 2, 2018",8:00p  ET,,Box Score,@,Chicago Bulls,L,,100,108,19,44,L 2,
66,64,"Sun, Mar 4, 2018",7:00p  ET,,Box Score,,New Orleans Pelicans,L,,109,126,19,45,L 3,
67,65,"Tue, Mar 6, 2018",8:30p  ET,,Box Score,,Denver Nuggets,W,,118,107,20,45,W 1,
68,66,"Sat, Mar 10, 2018",8:30p  ET,,Box Score,,Memphis Grizzlies,W,,114,80,21,45,W 2,
69,67,"Sun, Mar 11, 2018",7:00p  ET,,Box Score,,Houston Rockets,L,,82,105,21,46,L 1,
70,68,"Tue, Mar 13, 2018",7:30p  ET,,Box Score,@,New York Knicks,W,,110,97,22,46,W 1,
