,G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
64,62,"Tue, Feb 27, 2018",7:00p  ET,,Box Score,@,Cleveland Cavaliers,L,,123,129,20,42,L 1,
65,63,"Thu, Mar 1, 2018",10:00p  ET,,Box Score,@,Sacramento Kings,L,OT,111,116,20,43,L 2,
66,64,"Sun, Mar 4, 2018",9:00p  ET,,Box Score,@,Los Angeles Clippers,L,,120,123,20,44,L 3,
67,65,"Tue, Mar 6, 2018",10:30p  ET,,Box Score,@,Golden State Warriors,L,,101,114,20,45,L 4,
68,66,"Thu, Mar 8, 2018",7:00p  ET,,Box Score,@,Charlotte Hornets,W,,125,111,21,45,W 1,
69,67,"Sun, Mar 11, 2018",7:30p  ET,,Box Score,,Philadelphia 76ers,L,,97,120,21,46,L 1,
70,68,"Tue, Mar 13, 2018",7:30p  ET,,Box Score,,Toronto Raptors,L,,102,116,21,47,L 2,
71,69,"Fri, Mar 16, 2018",7:00p  ET,,Box Score,@,Philadelphia 76ers,L,,116,120,21,48,L 3,
72,70,"Sat, Mar 17, 2018",7:30p  ET,,Box Score,,Dallas Mavericks,W,,114,106,22,48,W 1,
73,71,"Mon, Mar 19, 2018",7:30p  ET,,Box Score,,Memphis Grizzlies,W,,118,115,23,48,W 2,
74,72,"Wed, Mar 21, 2018",7:30p  ET,,Box Score,,Charlotte Hornets,L,,105,111,23,49,L 1,
75,73,"Fri, Mar 23, 2018",7:30p  ET,,Box Score,@,Toronto Raptors,L,,112,116,23,50,L 2,
76,74,"Sun, Mar 25, 2018",1:00p  ET,,Box Score,,Cleveland Cavaliers,L,,114,121,23,51,L 3,
77,75,"Wed, Mar 28, 2018",7:00p  ET,,Box Score,@,Orlando Magic,W,,111,104,24,51,W 1,
78,76,"Sat, Mar 31, 2018",8:00p  ET,,Box Score,@,Miami Heat,W,OT,110,109,25,51,W 2,
79,77,"Sun, Apr 1, 2018",6:00p  ET,,Box Score,,Detroit Pistons,L,,96,108,25,52,L 1,
80,78,"Tue, Apr 3, 2018",7:00p  ET,,Box Score,@,Philadelphia 76ers,L,,95,121,25,53,L 2,
81,79,"Thu, Apr 5, 2018",8:00p  ET,,Box Score,@,Milwaukee Bucks,W,,119,111,26,53,W 1,
82,80,"Sat, Apr 7, 2018",8:00p  ET,,Box Score,@,Chicago Bulls,W,,124,96,27,53,W 2,
84,81,"Mon, Apr 9, 2018",7:30p  ET,,Box Score,,Chicago Bulls,W,,114,105,28,53,W 3,
85,82,"Wed, Apr 11, 2018",8:00p  ET,,Box Score,@,Boston Celtics,L,,97,110,28,54,L 1,
