,G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
70,68,"Fri, Mar 16, 2018",7:00p  ET,,Box Score,,Brooklyn Nets,W,,120,116,38,30,W 2,
71,69,"Mon, Mar 19, 2018",7:00p  ET,,Box Score,,Charlotte Hornets,W,,108,94,39,30,W 3,
72,70,"Wed, Mar 21, 2018",7:00p  ET,,Box Score,,Memphis Grizzlies,W,,119,105,40,30,W 4,
73,71,"Thu, Mar 22, 2018",7:00p  ET,,Box Score,@,Orlando Magic,W,,118,98,41,30,W 5,
74,72,"Sat, Mar 24, 2018",6:00p  ET,,Box Score,,Minnesota Timberwolves,W,,120,108,42,30,W 6,
75,73,"Mon, Mar 26, 2018",7:00p  ET,,Box Score,,Denver Nuggets,W,,123,104,43,30,W 7,
76,74,"Wed, Mar 28, 2018",7:00p  ET,,Box Score,,New York Knicks,W,,118,101,44,30,W 8,
77,75,"Fri, Mar 30, 2018",7:30p  ET,,Box Score,@,Atlanta Hawks,W,,101,91,45,30,W 9,
78,76,"Sun, Apr 1, 2018",1:00p  ET,,Box Score,@,Charlotte Hornets,W,,119,102,46,30,W 10,
79,77,"Tue, Apr 3, 2018",7:00p  ET,,Box Score,,Brooklyn Nets,W,,121,95,47,30,W 11,
80,78,"Wed, Apr 4, 2018",7:00p  ET,,Box Score,@,Detroit Pistons,W,,115,108,48,30,W 12,
81,79,"Fri, Apr 6, 2018",7:00p  ET,,Box Score,,Cleveland Cavaliers,W,,132,130,49,30,W 13,
82,80,"Sun, Apr 8, 2018",1:00p  ET,,Box Score,,Dallas Mavericks,W,,109,97,50,30,W 14,
84,81,"Tue, Apr 10, 2018",7:30p  ET,,Box Score,@,Atlanta Hawks,W,,121,113,51,30,W 15,
85,82,"Wed, Apr 11, 2018",8:00p  ET,,Box Score,,Milwaukee Bucks,W,,130,95,52,30,W 16,
